acc,f1
81.64,82.63
71.95,76.88
82.27,83.91
82.19,81.85
77.27,81.48
79.77,82.13
65.62,72.67
82.03,83.76
81.95,84.12
73.75,78.87
82.03,82.84
70.16,76.21
71.72,78.14
69.14,75.99
81.56,83.50
83.52,84.36
81.09,82.81
66.09,73.73
83.83,85.05
75.70,80.18
