acc,f1
74.33,78.59
78.31,81.67
77.14,77.82
74.44,78.07
72.45,69.36
69.05,74.71
72.57,77.88
76.91,81.26
77.14,81.38
76.32,79.72
73.97,77.71
73.51,78.60
76.44,81.06
70.57,76.91
78.90,81.78
76.08,80.61
70.93,76.60
68.82,74.91
72.92,77.89
76.55,79.38
