acc,f1
64.79,72.63
71.83,75.41
71.36,77.74
77.70,81.90
67.14,73.58
74.18,78.60
70.66,75.73
73.00,78.74
69.25,75.51
76.06,80.00
72.07,78.64
69.01,75.37
69.95,77.14
67.37,62.53
70.19,75.44
72.07,76.89
72.54,72.34
77.93,81.99
77.93,80.82
72.77,76.80
