acc,f1
78.49,80.07
56.33,69.23
81.65,82.08
67.58,74.69
73.80,78.18
79.89,82.22
69.46,75.39
79.54,82.18
82.06,83.35
68.76,75.72
77.32,79.98
81.30,81.68
69.11,75.45
77.90,79.52
74.44,78.22
64.54,73.29
74.62,78.32
79.07,80.44
70.81,75.99
76.32,80.04
