acc,f1
80.69,82.82
83.17,85.16
84.13,86.00
87.67,88.91
77.44,81.85
82.89,85.44
85.95,87.07
81.07,83.77
81.55,83.55
83.27,84.61
85.37,86.61
82.50,84.48
82.60,84.31
71.70,78.01
83.75,85.62
83.75,85.97
72.85,79.30
81.93,84.32
82.98,85.29
83.75,85.11
