acc,f1
80.11,82.97
77.19,81.63
82.52,84.30
81.49,83.86
75.42,79.66
79.89,82.10
77.31,81.39
76.45,80.00
80.00,82.98
80.06,82.89
83.21,84.37
80.92,83.54
81.38,83.92
81.26,83.95
81.89,83.98
81.38,83.34
81.15,83.46
76.91,80.10
83.90,84.26
82.06,83.38
