acc,f1
75.54,80.77
54.35,68.30
56.25,67.99
77.45,79.40
76.90,80.00
62.77,72.43
68.75,74.04
73.37,77.93
65.22,74.60
60.60,72.28
76.90,81.24
49.46,64.91
78.26,81.13
68.21,74.06
75.27,78.18
76.63,80.54
77.17,78.68
65.49,72.33
69.02,76.73
49.73,64.76
