acc,f1
68.98,75.24
72.59,75.50
69.52,75.47
68.03,73.74
64.76,72.48
67.07,73.75
69.93,75.50
67.62,73.76
66.60,73.07
68.03,73.74
70.95,75.47
70.61,74.65
68.78,74.65
70.75,75.79
70.54,75.82
68.16,74.57
67.14,74.48
66.94,72.94
67.35,74.63
69.05,75.45
