acc,f1
77.48,79.41
69.17,71.18
67.83,76.00
65.95,74.75
70.51,66.05
79.09,78.69
78.55,81.04
79.89,83.44
70.24,77.39
71.58,76.02
77.48,79.71
75.87,77.27
69.44,66.47
74.26,79.31
73.73,79.50
78.55,80.68
63.81,71.58
73.99,74.27
79.09,82.35
68.36,75.31
