acc,f1
90.62,90.62
87.67,88.02
88.47,89.28
86.86,88.89
73.19,77.78
87.13,88.63
88.47,89.54
88.20,88.83
87.67,89.20
90.08,91.04
89.54,89.92
89.01,89.24
91.15,92.01
89.01,89.41
92.76,92.64
90.35,90.16
88.47,88.95
89.01,90.12
91.96,92.68
82.04,84.81
