acc,f1
81.89,84.37
86.89,87.78
84.92,86.11
87.07,88.61
85.01,86.73
77.88,81.84
86.53,87.87
88.05,89.28
85.28,86.83
87.15,88.18
82.52,84.76
85.99,87.67
84.30,86.27
87.78,88.76
84.48,86.23
86.35,87.53
85.64,86.71
86.35,87.55
86.26,87.76
85.37,87.09
