acc,f1
76.71,79.29
78.05,79.40
72.89,78.00
79.59,79.97
77.64,76.97
75.57,80.34
77.78,79.35
79.72,82.60
76.57,78.18
77.64,79.05
78.78,78.91
72.69,68.37
74.50,74.13
74.43,78.87
74.56,79.57
75.84,79.48
68.41,75.82
65.13,72.88
76.51,80.68
69.54,75.99
