acc,f1
77.86,80.11
71.47,77.43
72.42,77.96
68.09,75.96
71.63,76.74
65.64,73.95
68.48,75.31
73.76,78.39
72.89,77.28
71.39,76.81
70.45,76.75
77.07,80.82
71.16,77.55
75.02,78.62
74.39,79.60
67.61,75.14
61.54,72.11
72.58,77.78
68.95,75.80
73.52,78.13
