acc,f1
71.78,77.93
81.07,83.35
73.43,78.15
77.81,80.25
78.05,81.44
75.98,80.12
74.56,78.73
75.50,79.63
82.49,83.28
74.02,78.10
76.27,79.45
77.46,80.75
62.49,72.81
81.42,82.10
76.39,79.51
80.77,82.74
78.70,80.75
80.71,82.28
78.88,82.00
76.92,80.62
