acc,f1
66.93,59.15
61.40,43.33
65.47,57.56
71.00,72.57
74.03,76.39
69.87,69.82
71.67,72.10
57.52,32.99
67.08,59.68
69.58,69.40
72.52,70.67
70.15,65.84
68.83,75.42
66.51,61.18
72.89,76.25
71.00,76.06
76.30,77.46
70.39,70.39
61.92,46.86
68.21,64.96
