acc,f1
82.94,85.71
86.26,88.58
77.01,81.17
85.31,87.03
86.02,87.42
79.62,83.07
81.99,84.36
81.75,83.86
83.18,85.12
85.31,86.40
83.41,86.17
83.65,85.03
82.94,84.87
82.23,84.54
81.28,83.16
88.39,90.06
74.41,78.82
76.78,80.86
85.55,87.32
86.02,87.53
