acc,f1
73.14,76.03
70.65,76.69
71.36,76.91
74.91,80.19
66.86,74.55
74.32,79.89
57.99,70.19
76.92,80.52
61.78,45.90
71.01,76.14
60.47,70.23
72.43,77.62
65.44,73.16
68.52,75.86
79.41,83.52
66.86,75.13
75.74,79.48
66.86,75.04
69.94,76.65
70.89,77.01
