acc,f1
84.24,86.32
84.24,85.41
67.05,74.61
84.53,86.01
85.39,86.47
86.25,86.92
86.25,87.06
82.95,85.03
86.53,87.73
82.81,84.04
84.24,85.75
86.53,87.57
85.53,87.03
85.67,87.01
85.96,87.21
85.39,86.86
86.53,88.25
75.36,79.23
82.66,85.12
85.67,87.56
