acc,f1
53.59,68.24
60.62,71.23
70.16,75.76
62.42,71.18
76.09,77.23
50.62,66.02
75.62,78.33
72.58,76.98
49.92,66.42
76.02,77.80
60.00,70.81
62.73,71.76
68.44,75.03
48.52,65.30
70.39,75.60
64.22,72.57
75.94,78.09
67.81,73.86
66.72,73.70
69.61,75.91
