acc,f1
72.83,77.73
75.54,78.72
71.74,75.24
69.97,74.33
71.60,76.49
67.12,73.87
69.70,75.52
75.14,77.66
73.91,77.88
75.54,80.09
74.59,78.77
74.46,77.35
75.95,78.34
74.05,78.27
66.71,73.17
67.53,73.88
67.66,74.24
71.47,76.82
70.11,75.56
68.75,70.59
