acc,f1
73.39,76.50
72.63,77.19
69.10,75.83
71.33,75.79
70.73,75.74
70.67,75.60
72.31,76.47
70.02,75.08
64.91,72.49
71.11,75.68
69.15,75.10
70.29,76.34
72.20,75.75
71.44,75.59
69.86,68.84
68.88,70.85
57.94,38.70
69.59,70.12
68.12,74.39
67.63,73.96
