acc,f1
66.15,74.50
69.51,73.91
57.62,69.93
61.07,71.34
69.15,75.15
69.33,76.06
75.50,79.48
68.87,74.91
69.87,75.55
73.14,76.91
72.32,75.62
68.51,75.58
57.53,70.42
68.33,73.46
68.87,75.23
74.68,78.91
63.07,71.76
60.25,71.41
75.95,79.54
72.78,76.96
