acc,f1
76.77,78.81
77.85,80.62
66.58,73.55
55.84,67.40
72.15,77.60
67.39,73.63
68.75,75.43
74.05,76.68
64.27,72.23
74.59,78.33
56.11,68.11
70.11,75.34
69.97,76.21
70.11,75.77
59.38,70.71
66.17,73.25
78.12,80.15
70.92,77.47
55.30,68.09
75.41,77.85
