acc,f1
63.40,71.86
68.23,74.13
57.41,69.76
63.95,72.31
61.77,71.59
68.64,74.68
61.56,71.42
64.83,72.43
63.47,72.97
60.48,70.49
66.19,73.91
61.63,71.69
72.24,76.14
69.86,74.35
69.86,75.24
61.97,71.26
67.48,74.89
66.33,72.79
61.56,71.28
73.47,77.09
