acc,f1
69.57,73.95
73.10,75.31
78.80,80.98
62.50,63.10
70.65,71.88
77.99,81.38
68.75,73.80
71.20,72.82
63.86,72.23
70.65,74.88
67.93,75.21
70.92,73.45
68.75,75.99
69.84,64.76
68.21,74.29
73.64,78.10
74.73,79.10
70.38,74.35
70.92,77.28
75.54,79.36
