acc,f1
67.14,73.68
67.14,73.18
66.67,74.46
52.11,68.03
83.80,83.45
70.19,75.99
56.57,67.02
70.19,64.23
82.16,84.10
54.69,68.62
59.15,68.93
68.31,76.11
48.12,64.86
73.00,74.84
51.41,67.61
74.18,76.60
75.59,79.61
55.16,68.43
82.86,84.37
57.98,68.09
