acc,f1
73.86,76.80
68.93,67.32
75.26,78.09
75.38,78.35
66.94,74.13
74.33,78.08
71.28,74.45
72.45,77.03
69.28,74.61
65.65,56.33
69.52,76.49
61.20,50.08
70.34,73.34
66.82,72.66
72.68,77.36
68.58,66.83
68.35,74.33
73.51,73.03
73.97,79.06
68.11,75.50
