acc,f1
53.11,68.77
65.83,73.77
71.75,75.61
71.98,75.61
73.33,77.17
68.29,73.20
52.87,68.02
67.23,74.60
61.31,71.28
65.06,71.65
53.99,68.00
60.26,71.70
68.87,74.80
61.31,71.15
69.34,74.77
66.41,74.01
70.75,76.07
59.32,70.82
60.02,70.55
71.86,75.78
