acc,f1
64.71,72.44
70.34,75.34
68.82,74.71
68.70,74.20
71.81,75.30
68.93,75.00
63.31,72.66
70.40,76.46
70.93,76.15
71.57,74.81
69.64,74.81
69.11,73.69
70.81,75.66
66.12,72.94
69.99,74.83
68.29,74.00
67.82,73.79
68.70,74.81
63.42,54.12
64.65,72.25
