acc,f1
69.69,63.81
71.56,72.34
66.88,73.63
72.50,75.96
71.56,75.67
71.48,76.94
69.69,74.87
71.02,75.99
71.95,75.56
68.52,73.85
69.30,75.82
68.44,72.70
72.34,77.01
69.84,74.87
72.50,77.17
69.45,75.30
69.69,75.26
71.64,76.50
70.08,75.27
68.20,74.06
